src_uid,dst_uid,relation_type,relative_revenue,relative_revenue_percentage,depth,direction
a6552c54-688d-59bb-a564-5a3bd33bfa76,950d1ccf-0f37-599a-9c19-3d3bf63260d1,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,9fe62878-496d-5874-8dfe-344a344ba0ec,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,a323f47f-7a85-55b8-b2f6-cd5d8bd8b012,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,b914f883-0289-50f2-a490-2b55d0bcbfce,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,d0c09529-644e-5e20-9fe1-dcfa4e176c55,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,e8ed3cbb-bfcb-5f29-b2d5-2938490638ec,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,f0d80ec6-4e04-51a3-9e53-2195dd275991,Supplier,,6.0,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,0b7e2ac3-3c70-556f-85d7-b630d3f517b5,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,0b8c6571-ec17-5081-aa01-3d225e1361e8,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,0f1b68c7-7d3a-57e5-bd26-27f138bded2c,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,6131a210-f184-5fcd-b775-b554fc46b145,Supplier,1.9,51.0,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,553b5f88-607a-5af7-aee9-9c9a1a840d6f,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,3d896625-b0b3-5975-9d90-45433f1d66e3,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,48fcac26-6e32-55c7-a495-44fb9234ff11,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,63a9a307-fd9b-542e-b51d-aa48baf9ebec,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,1235e393-0ea2-54b8-b316-7c7fc9b9b7c4,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,2709f95c-0abc-5812-8265-ccafe4ffc084,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,54e00cc0-e528-5227-b4ca-64896a548f3d,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,767b40bd-2190-5ccc-ada7-ffea93a0efd2,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,c5590a59-1d9b-59f6-94ea-f15bacaab570,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,ca3f886c-37f8-5894-887c-e7756a09ceb9,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,a90f87ab-0373-5960-b73b-8534d8caf546,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,aea3b175-f63b-5a3d-8633-9d1c92834c34,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,de0ecc1f-0d0b-5547-90ae-51764d6fea3b,Supplier,,,1,suppliers
a6552c54-688d-59bb-a564-5a3bd33bfa76,fb83dd90-0e0c-56c9-a49e-3fd3faa31da0,Supplier,,,1,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,5b080965-56fc-598b-8273-7636c115acc6,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,047159ff-5c81-592f-9263-a74f301620bd,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,c52b8073-c4d4-5d6f-95ca-f662fca50228,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,1eb01ebe-99e1-5dbf-9d3d-6d12b7803be0,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,d8b32b2e-4027-5fcc-b86e-c06016eaf010,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,faa30d43-d098-5ebb-9afd-a698fd699862,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,cd481cdc-b619-5f13-8a06-19339fb44f42,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,963be96c-0290-50a3-add8-f75c5ac71658,Supplier,,,2,suppliers
0f1b68c7-7d3a-57e5-bd26-27f138bded2c,8eabfa5f-4952-516c-ac74-92c4fae8586f,Supplier,,,2,suppliers
1235e393-0ea2-54b8-b316-7c7fc9b9b7c4,c52b8073-c4d4-5d6f-95ca-f662fca50228,Supplier,,,2,suppliers
1235e393-0ea2-54b8-b316-7c7fc9b9b7c4,d8b32b2e-4027-5fcc-b86e-c06016eaf010,Supplier,,,2,suppliers
